"","GC026126","GC026129","GC026123","GC026124","GC026127","GC026130"
"BTNL10",0,0,0,0,0,0
"BTNL2",0,0,0,0,0,0
"BTNL3",0,0,0,0,0,0
"BTNL8",0,0,0,2.30233355630759,0,0
"BTNL9",1.88115911862127,0.861842721540591,0,0,2.75433283861736,0
"BTRC",680.039021381588,868.737463312916,730.147328596395,805.816744707655,1130.65363025243,971.326674011635
"BUB1",7.52463647448506,12.0657981015683,8.02359701754281,7.67444518769195,4.13149925792604,3.79919168453052
"BUB1B",13.1681138303489,15.5131689877306,10.6981293567237,20.7210020067683,2.75433283861736,7.59838336906103
"BUB1P1",0,0,0,0,0,0
"BUB3",540.833246603614,477.460867733487,398.505318537959,531.071606988283,501.28857662836,534.419630290626
"BUB3P1",0,0.861842721540591,0,1.53488903753839,0,1.26639722817684
"BUD13",229.501412471794,220.631736714391,246.056975204646,218.721687849221,210.706462154228,136.770900643099
"BUD13P1",6.58405691517443,11.2039553800277,1.78302155945396,4.60466711261517,1.37716641930868,1.26639722817684
"BUD31",1091.07228880033,1008.35598420249,934.303297153874,802.746966632578,747.801365684613,799.096650979585
"BUD31P1",0,0,0,0,0,0
"BUD31P2",0,0,0,0,0,0
"BVES",0.940579559310633,6.03289905078414,1.78302155945396,11.5116677815379,0,15.1967667381221
"BVES-AS1",0,0,0,1.53488903753839,0,0
"BX004987.1",0,0,0,0,0,0
"BX004987.2",0,0,0,0,0,0
"BX004987.3",0,0,0,0,0,0
"BX004987.4",1.88115911862127,1.72368544308118,1.78302155945396,0,5.50866567723472,7.59838336906103
"BX072566.1",0,0,0,0,0,0
"BX088563.1",0,0,0,0,0,0
"BX088702.1",0,0,0,0,0,0
"BX088702.2",0,0,0,0,0,0
"BX088702.3",0,0,0,0,0,0
"BX088702.4",0,0,0,0,0,0
"BX255923.2",3.76231823724253,0,2.67453233918094,0,2.75433283861736,0
"BX255923.3",0,0,0.891510779726979,0,0,0
"BX284613.1",0,0,0,0,0,0
"BX322557.10",41.3855006096678,20.6842253169742,49.9246036647108,29.1628917132294,30.297661224791,41.7911085298357
"BX322557.13",0,0,0,0,0,0
"BX322559.3",0,0,0,0,0,0
"BX323014.1",0,0,0,0,0,0
"BX323860.1",0,0,0,0,0,0
"BX470102.3",0,2.58552816462177,6.24057545808885,0.767444518769195,0,5.06558891270736
"BX470187.1",0,0,0,0,0,0
"BX546479.1",0,0,0,0,0,0
"BX546479.2",0,0,0,0,0,0
"BX571672.1",0,0,0,0,0,0
"BX571818.1",0,0,0,0,0,0
"BX649553.1",0,0,0,0,0,0
"BX649553.2",0,0,0,0,0,0
"BX649553.3",0,0,0,0,0,0
"BX649553.4",0,0,0,0,0,0
"BX682235.1",0,0,0,0,0,0
"BX842568.1",0,0,0.891510779726979,0,0,0
"BX842568.2",0,0,0.891510779726979,3.06977807507678,0,1.26639722817684
"BX842568.4",0,0,0,0,0,0
"BYSL",193.75938921799,219.769893992851,203.264457777751,208.744909105221,224.478126347315,168.43083134752
"BZRAP1",1071.32011805481,945.441465530028,998.492073294216,787.398076257194,794.625023941108,524.288452465211
"BZRAP1-AS1",117.572444913829,49.9868778493543,61.5142438011615,49.8838937199977,82.6299851585208,49.3894918988967
"BZW1",2032.59242767028,2093.4159706221,1539.63911658849,2131.96087314082,1772.41318165027,2786.07390198905
"BZW1P1",0,0.861842721540591,1.78302155945396,0,0,0
"BZW1P2",0,0,0,0,0,0
"BZW2",291.579663386296,237.868591145203,216.637119473656,326.931364995677,268.547451765193,279.873787427081
"C10orf10",3897.76169378326,3069.88377412758,1838.29522779703,47.5815601636901,26.1661619668649,7.59838336906103
"C10orf105",80.8898421007144,26.7171243677583,19.6132371539935,9.97677874399954,6.8858320965434,21.5287528790063
"C10orf107",37.6231823724253,109.454025635655,44.5755389863489,99.7677874399954,53.7094903530385,141.836489555806
"C10orf11",188.115911862127,174.092229751199,152.448343333313,68.3025621704584,84.0071515778295,93.7133948850861
"C10orf111",4.70289779655316,4.30921360770295,0.891510779726979,6.13955615015356,19.2803298703215,2.53279445635368
"C10orf113",0,0,0,0,0,2.53279445635368
"C10orf12",30.0985458979402,39.6447651908672,22.2877694931745,3.06977807507678,37.1834933213344,18.9959584226526
"C10orf120",0,0,0,0,0,0
"C10orf126",0,0,0,0,0,0
"C10orf128",0.940579559310633,0,0,23.7907800818451,0,6.33198614088419
"C10orf131",0.940579559310633,0,0,0,0,0
"C10orf142",0,0,0,0,0,0
"C10orf2",200.343446133165,230.973849372878,202.372946998024,175.744794798146,212.083628573537,202.623556508294
"C10orf25",12.2275342710382,10.3421126584871,18.7217263742665,24.5582246006142,48.2008246758038,67.1190530933725
"C10orf35",244.550685420765,160.30274620655,206.830500896659,164.233127016608,199.689130799759,119.041339448623
"C10orf53",0.940579559310633,6.03289905078414,4.45755389863489,2.30233355630759,0,5.06558891270736
"C10orf54",378.112982842874,517.967475645895,320.943880701712,1164.98077949164,409.018426534678,1087.8352190039
"C10orf55",2.8217386779319,1.72368544308118,2.67453233918094,1.53488903753839,1.37716641930868,1.26639722817684
"C10orf62",0,0,1.78302155945396,0,0,1.26639722817684
"C10orf67",0,0,0.891510779726979,0,0,0
"C10orf71",0,0,0,0,0,0
"C10orf71-AS1",0,0,0,0,0,0
"C10orf76",488.160791282218,477.460867733487,435.948771286493,508.048271425207,498.534243789742,395.115935191174
"C10orf82",0.940579559310633,2.58552816462177,3.56604311890791,18.4186684504607,8.26299851585208,10.1311778254147
"C10orf88",92.176796812442,87.0461148755997,81.1274809551551,92.0933422523034,115.681979221929,98.7789837977934
"C10orf90",1.88115911862127,0.861842721540591,0,2.30233355630759,5.50866567723472,0
"C10orf91",1.88115911862127,0,2.67453233918094,0,1.37716641930868,1.26639722817684
"C10orf95",4.70289779655316,1.72368544308118,1.78302155945396,3.83722259384598,5.50866567723472,1.26639722817684
"C10orf99",0,0,0,0,0,0
"C11orf1",321.678209284236,414.546349061024,268.344744697821,378.350147753213,297.467946570675,296.33695139338
"C11orf16",4.70289779655316,6.03289905078414,7.13208623781583,8.44188970646115,4.13149925792604,11.3975750535916
"C11orf21",8.46521603379569,3.44737088616236,3.56604311890791,17.6512239316915,2.75433283861736,0
"C11orf24",568.110053823622,573.987252546033,518.859273801101,349.954700558753,305.730945086527,188.693186998349
"C11orf30",268.06517440353,265.447558234502,237.141867407376,254.791580231373,345.668771246479,273.541801286197
"C11orf31",662.168009754685,725.671571537177,606.227330214345,432.838708585826,429.675922824308,297.603348621557
"C11orf40",0,0,0,0,0,0
"C11orf42",0,0,0,0,0,0
"C11orf44",0,0,0,0,0,0
"C11orf45",9.40579559310633,2.58552816462177,16.0471940350856,36.0698923821522,4.13149925792604,5.06558891270736
"C11orf49",513.556439383605,491.250351278137,557.194237329362,379.117592271982,378.720765309887,410.312701929296
"C11orf52",1.88115911862127,5.17105632924354,0,0,1.37716641930868,1.26639722817684
"C11orf53",5.6434773558638,8.61842721540591,3.56604311890791,0,0,3.79919168453052
"C11orf54",221.976775997309,278.375199057611,315.59481602335,392.931593609828,444.824753436704,511.624480183443
"C11orf57",308.510095453888,406.789764567159,291.524024970722,387.559481978444,311.239610763762,392.58314073482
"C11orf58",1315.87080347558,1523.73793168376,1155.39797052616,1518.00525812547,1207.77494973371,1757.75935270945
"C11orf63",81.8304216600251,85.3224294325185,74.8869054970662,39.139670457229,72.9898202233601,73.4510392342567
"C11orf65",6.58405691517443,2.58552816462177,4.45755389863489,10.7442232627687,0,16.4631639662989
"C11orf68",527.665132773265,476.599025011947,573.241431364447,459.699266742748,450.333419113938,400.181524103881
"C11orf70",64.8999895924337,109.454025635655,84.693524074063,83.6514525458423,72.9898202233601,96.2461893414398
"C11orf71",263.362276606977,608.460961407657,466.26013779721,309.280141063986,326.388441376157,392.58314073482
"C11orf72",28.217386779319,45.6776642416513,40.117985087714,13.8140013378455,20.6574962896302,10.1311778254147
"C11orf73",304.747777216645,300.783109817666,269.236255477548,300.838251357525,235.495457701784,373.587182312167
"C11orf74",120.394183591761,121.519823737223,106.08978278751,141.977235972301,147.356806866029,157.033256293928
"C11orf80",51.7318757620848,43.9539787985701,44.5755389863489,33.0001143070754,28.9204948054823,20.2623556508294
"C11orf84",269.946333522152,289.579154437639,202.372946998024,270.140470606757,228.609625605241,202.623556508294
"C11orf85",6.58405691517443,7.75658449386532,13.3726616959047,2.30233355630759,5.50866567723472,0
"C11orf86",0,0,0,0,0,0
"C11orf87",0,0,0,0,0,0
"C11orf88",0,0.861842721540591,0,0,0,1.26639722817684
"C11orf91",0,0,0,0,0,0
"C11orf94",1.88115911862127,4.30921360770295,0,1.53488903753839,2.75433283861736,0
"C11orf95",770.334659075408,972.158589897786,704.293515984313,788.165520775964,749.178532103922,956.129907273513
"C11orf96",54.5536144400167,49.9868778493543,57.0566899025266,14.5814458566147,2.75433283861736,5.06558891270736
"C11orf97",0,0,0,0,0,0
"C11orf98",2.8217386779319,4.30921360770295,0.891510779726979,3.83722259384598,8.26299851585208,3.79919168453052
"C11orf98P1",0,0,0,0,1.37716641930868,0
"C12orf10",791.967988939553,761.868965841882,617.816970350796,466.606267411671,539.849236369003,450.837413230955
"C12orf29",163.66084332005,140.480363611116,123.91999838205,177.279683835684,183.163133768054,241.881870581776
"C12orf4",100.642012846238,112.039553800277,98.9576965496946,166.535460572915,169.391469574968,115.242147764092
"C12orf40",0,0,0,0,0,0
"C12orf42",0,0,0,2.30233355630759,0,0
"C12orf43",208.80866216696,187.019870574308,181.868199064304,176.512239316915,145.97964044672,174.762817488404
"C12orf45",46.088398406221,42.2302933554889,51.7076252241648,36.8373369009214,30.297661224791,30.3935334762441
"C12orf49",619.841929585707,603.289905078414,541.147043294276,674.583731998123,778.099026909404,625.600230719358
"C12orf50",7.52463647448506,2.58552816462177,4.45755389863489,1.53488903753839,4.13149925792604,0
"C12orf54",21.6333298641446,5.17105632924354,13.3726616959047,6.13955615015356,17.9031634510128,5.06558891270736
"C12orf56",4.70289779655316,2.58552816462177,3.56604311890791,9.97677874399954,17.9031634510128,12.6639722817684
"C12orf57",2595.99958369735,2296.81085290567,1849.88486793348,1518.77270264424,1528.65472543263,1253.73325589507
"C12orf60",92.176796812442,66.3618895586255,220.203162592564,34.5350033446138,28.9204948054823,36.7255196171283
"C12orf65",204.105764370407,216.322523106688,230.00978116956,158.093570866454,136.339475511559,168.43083134752
"C12orf66",142.968093015216,172.368544308118,118.570933703688,129.698123671994,168.014303155659,238.082678897246
"C12orf71",0,0,0.891510779726979,0,0,0
"C12orf73",99.7014332869271,132.723779117251,106.981293567237,122.791123003071,115.681979221929,113.975750535915
"C12orf74",0,0,0,0,0,0
"C12orf75",260.540537929045,62.9145186724631,236.250356627649,398.303705241212,57.8409896109646,154.500461837574
"C12orf76",158.017365964186,155.993532598847,175.627623606215,215.651909774144,150.111139704646,222.885912159124
"C12orf77",10.346375152417,11.2039553800277,5.34906467836187,13.0465568190763,8.26299851585208,10.1311778254147
"C12orf80",0,0,0,0.767444518769195,0,0
"C14orf1",879.441887955442,777.382134829613,788.987040058376,845.723859683653,728.521035814292,947.265126676275
"C14orf105",1.88115911862127,0,1.78302155945396,0,0,0
"C14orf119",415.7361652153,499.868778493543,547.387618752365,564.839165814128,355.308936181639,452.103810459131
"C14orf132",1806.85333343573,2931.12709595955,3638.2554920658,932.445090304572,1645.71387107387,1612.12367146912
"C14orf142",120.394183591761,144.789577218819,106.08978278751,131.233012709532,132.207976253633,214.021131561886
"C14orf159",570.931792501554,411.098978174862,772.048335243563,719.862958605505,659.662714848858,648.395380826542
"C14orf166",1016.76650361479,996.290186100923,968.180706783499,950.096314236264,780.853359748022,947.265126676275
"C14orf169",202.224605251786,163.750117092712,165.821005029218,216.419354292913,172.145802413585,208.955542649178
"C14orf177",0,0,0,0,0,0
"C14orf178",4.70289779655316,3.44737088616236,0.891510779726979,0,0,0
"C14orf180",0,0,0,0,0,0
"C14orf2",1340.32587201765,885.974317743727,969.072217563226,735.211848980889,891.026673292716,625.600230719358
"C14orf28",46.088398406221,68.9474177232473,45.4670497660759,66.76767313292,53.7094903530385,100.04538102597
"C14orf37",35.742023253804,31.0263379754613,32.9858988498982,165.000571535377,57.8409896109646,174.762817488404
"C14orf39",0,0,0,0,0,0
"C14orf79",213.511559963514,229.250163929797,253.189061442462,188.791351617222,228.609625605241,188.693186998349
"C14orf80",67.7217282703656,60.3289905078414,61.5142438011615,54.4885608326129,97.7788157709163,46.856697442543
"C14orf93",90.2956376938208,96.5263848125462,106.981293567237,102.070120996303,107.418980706077,94.9797921132629
"C15orf32",0,0,0,0,0,0
"C15orf38-AP3S2",0,0,0,0,0,0
"C15orf39",235.144889827658,326.638391463884,348.580714873249,313.117363657832,499.911410209051,343.193648835923
"C15orf40",326.38110708079,355.941043996264,317.377837582804,218.721687849221,232.741124863167,258.345034548075
"C15orf41",48.9101370841529,47.4013496847325,49.9246036647108,67.5351176516892,60.5953224495819,78.516628146964
"C15orf43",0,0,1.78302155945396,0,2.75433283861736,0
"C15orf48",31.9797050165615,5.17105632924354,8.02359701754281,3.83722259384598,2.75433283861736,0
"C15orf52",624.54482738226,887.698003186808,531.340424717279,492.699381049823,246.512789056254,264.677020688959
"C15orf53",0,0,0,0,0,0
"C15orf54",36.6826028131147,18.960539873893,11.5896401364507,0,0,0
"C15orf56",30.0985458979402,33.611866140083,35.6604311890791,19.1861129692299,8.26299851585208,8.86478059723787
"C15orf57",281.233288233879,240.454119309825,222.877694931745,214.117020736605,220.346627089389,229.217898300008
"C15orf59",31.9797050165615,18.0986971523524,18.7217263742665,20.7210020067683,4.13149925792604,18.9959584226526
"C15orf59-AS1",0,0,0,0,0,0
"C15orf61",126.978240506935,109.454025635655,97.1746749902407,151.954014716301,133.585142672942,121.574133904977
"C15orf62",59.2565122365699,154.269847155766,114.113379805053,17.6512239316915,11.0173313544694,12.6639722817684
"C15orf65",22.5739094234552,21.5460680385148,21.3962587134475,29.1628917132294,12.3944977737781,29.1271362480673
"C16orf13",581.278167653971,429.197675327214,544.713086413184,380.652481309521,457.219251210482,296.33695139338
"C16orf45",444.894131553929,338.704189565452,566.109345126631,280.884693869525,156.99697180119,191.225981454703
"C16orf46",31.0391254572509,68.0855750017067,25.8538126120824,66.0002286141508,46.8236582564951,59.5206697243114
"C16orf47",1.88115911862127,2.58552816462177,0,0,0,0
"C16orf52",200.343446133165,255.967288297555,174.736112826488,293.163806169833,253.398621152797,392.58314073482
"C16orf54",0.940579559310633,0,0.891510779726979,7.67444518769195,2.75433283861736,1.26639722817684
"C16orf58",2166.15472509239,1525.46161712685,1912.29062251437,1165.74822401041,1244.95844305505,1127.09353307739
"C16orf59",31.0391254572509,23.269753481596,38.3349635282601,18.4186684504607,31.6748276440996,15.1967667381221
"C16orf62",736.473794940226,824.783484514345,889.727758167525,778.188742031964,705.109206686044,834.555773368537
"C16orf70",191.878230099369,143.065891775738,144.424746315771,167.302905091685,143.225307608103,158.299653522105
"C16orf71",32.9202845758721,40.5066079124078,30.3113665107173,30.6977807507678,63.3496552881993,46.856697442543
"C16orf72",468.408620536695,580.881994318358,439.5148144054,652.327840953816,593.558726722041,720.580022832621
"C16orf74",0,6.89474177232473,2.67453233918094,0,1.37716641930868,1.26639722817684
"C16orf78",0,0,0,0,0,0
"C16orf82",0,0,0,0,0,0
"C16orf86",160.839104642118,134.447464560332,173.844602046761,87.4886751396883,139.093808350177,91.1806004287324
"C16orf87",64.8999895924337,68.9474177232473,55.2736683430727,105.907343590149,59.2181560302732,124.10692836133
"C16orf89",0,2.58552816462177,1.78302155945396,3.83722259384598,0,2.53279445635368
"C16orf90",0,0,0,0,0,0
"C16orf91",164.601422879361,119.796138294142,117.679422923961,112.046899740303,125.32214415709,111.442956079562
"C16orf92",0,0,0,0,0,0
"C16orf95",15.9898525082808,14.65132626619,10.6981293567237,10.7442232627687,8.26299851585208,3.79919168453052
"C16orf96",12.2275342710382,16.3750117092712,19.6132371539935,7.67444518769195,9.64016493516076,11.3975750535916
"C16orf97",0,0,0,0,0,0
"C17orf100",61.1376713551911,77.5658449386532,54.3821575633457,46.8141156449209,49.5779910951125,45.5903002143662
"C17orf102",0,0,0,0,0,0
"C17orf104",2.8217386779319,1.72368544308118,8.91510779726979,3.06977807507678,2.75433283861736,0
"C17orf105",9.40579559310633,4.30921360770295,6.24057545808885,6.90700066892276,6.8858320965434,7.59838336906103
"C17orf107",70.5434669482975,32.7500234185424,127.486041500958,134.302790784609,100.533148609534,91.1806004287324
"C17orf112",0,0,0,0,0,0
"C17orf47",0,0,0,0,1.37716641930868,0
"C17orf49",4.70289779655316,2.58552816462177,9.80661857699677,6.90700066892276,12.3944977737781,7.59838336906103
"C17orf50",0.940579559310633,1.72368544308118,5.34906467836187,3.83722259384598,1.37716641930868,0
"C17orf51",159.898525082808,128.414565509548,104.306761228057,161.163348941531,194.180465122524,136.770900643099
"C17orf53",38.5637619317359,34.4737088616236,25.8538126120824,16.1163348941531,9.64016493516076,16.4631639662989
"C17orf58",141.086933896595,121.519823737223,129.269063060412,91.3258977335342,72.9898202233601,48.1230946707199
"C17orf62",1188.89256296864,1279.83644148778,1273.07739345013,648.49061835997,563.26106549725,464.7677827409
"C17orf64",7.52463647448506,6.03289905078414,14.2641724756317,0,4.13149925792604,6.33198614088419
"C17orf67",52.6724553213954,18.960539873893,42.792517426895,52.1862272763053,44.0693254178778,30.3935334762441
"C17orf74",0,0,0,0.767444518769195,1.37716641930868,0
"C17orf75",197.521707455233,201.671196840498,230.901291949287,325.396475958139,356.686102600948,397.648729647527
"C17orf77",0,0,0,0,0,0
"C17orf78",0,0,0,0,0,0
"C17orf80",352.717334741487,455.052956973432,402.071361656867,474.280712599363,548.112234884855,482.497343935376
"C17orf82",43.2666597282891,65.5000468370849,53.4906467836187,37.6047814196906,23.4118291282476,16.4631639662989
"C17orf89",392.221676232534,339.566032286993,409.203447894683,298.535917801217,318.125442860305,233.017089984538
"C17orf96",553.060780874652,904.07301489608,583.939560721171,301.605695876294,187.294633025981,284.939376339789
"C17orf97",247.372424098696,199.947511397417,206.830500896659,148.116792122455,271.30178460381,162.098845206635
"C17orf98",0.940579559310633,1.72368544308118,1.78302155945396,0,1.37716641930868,0
"C17orf99",1.88115911862127,1.72368544308118,0.891510779726979,1.53488903753839,5.50866567723472,2.53279445635368
"C18orf12",0,0,0,0,0,0
"C18orf15",0,0.861842721540591,0,4.60466711261517,1.37716641930868,0
"C18orf21",188.115911862127,122.381666458764,123.91999838205,157.326126347685,133.585142672942,162.098845206635
"C18orf25",263.362276606977,297.335738931504,250.514529103281,344.582588927369,420.035757889147,392.58314073482
"C18orf32",95.9391150496845,136.171150003413,100.740718109149,155.023792791377,196.934797961141,168.43083134752
"C18orf42",0,0,0,0,0,0
"C18orf54",23.5144889827658,22.4079107600554,23.1792802729014,26.0931136381526,20.6574962896302,31.659930704421
"C18orf63",0,0.861842721540591,0.891510779726979,0,2.75433283861736,0
"C18orf65",19.7521707455233,30.1644952539207,36.5519419688061,24.5582246006142,19.2803298703215,27.8607390198905
"C18orf8",334.846323114585,356.802886717805,318.269348362531,379.117592271982,409.018426534678,390.050346278466
"C19orf12",560.585417349137,495.55956488584,536.689489395641,479.652824230747,592.181560302732,573.677944364108
"C19orf18",19.7521707455233,19.8223825954336,18.7217263742665,21.4884465255375,33.0519940634083,21.5287528790063
"C19orf24",315.094152369062,305.092323425369,354.821290331337,341.512810852292,351.177436923713,265.943417917136
"C19orf25",687.563657856073,690.336019954013,619.59999191025,376.047814196906,418.658591469839,241.881870581776
"C19orf33",18.8115911862127,3.44737088616236,24.9623018323554,9.20933422523034,19.2803298703215,25.3279445635368
"C19orf35",0.940579559310633,0,0,0,0,3.79919168453052
"C19orf38",0.940579559310633,2.58552816462177,0.891510779726979,9.20933422523034,6.8858320965434,5.06558891270736
"C19orf43",976.321582564437,1242.77720446153,882.595671929709,1312.33012709532,1013.59448461119,997.921015803349
"C19orf44",104.40433108348,136.171150003413,146.207767875224,124.32601204061,136.339475511559,153.234064609398
"C19orf45",3.76231823724253,0,0,1.53488903753839,4.13149925792604,0
"C19orf47",327.3216866401,352.493673110102,265.67021235864,156.558681828916,214.837961412154,159.566050750282
"C19orf48",459.943404502899,411.098978174862,441.297835964854,268.605581569218,232.741124863167,191.225981454703
"C19orf52",110.988387998655,127.552722788007,131.943595399593,116.651566852918,128.076476995707,115.242147764092
"C19orf53",938.698400192011,880.803261414484,775.614378362471,735.211848980889,479.253913919421,487.562932848083
"C19orf54",331.084004877343,368.006842097832,316.486326803077,251.721802156296,177.65446809082,202.623556508294
"C19orf57",41.3855006096678,37.0592370262454,62.4057545808885,17.6512239316915,28.9204948054823,16.4631639662989
"C19orf60",521.081075858091,420.579248111808,514.401719902467,543.35071928859,600.444558818585,466.034179969077
"C19orf66",884.144785751995,988.533601607058,824.647471247455,661.537175179046,502.665743047668,482.497343935376
"C19orf67",0.940579559310633,0.861842721540591,2.67453233918094,0,0,0
"C19orf68",180.591275387642,213.736994942067,187.217263742665,143.51212500984,184.540300187363,148.16847569669
"C19orf70",926.470865920973,895.454587680674,832.671068264998,560.234498701513,619.724888688906,525.554849693388
"C19orf71",0.940579559310633,0.861842721540591,0.891510779726979,2.30233355630759,2.75433283861736,1.26639722817684
"C19orf73",5.6434773558638,10.3421126584871,8.02359701754281,22.2558910443067,27.5433283861736,16.4631639662989
"C19orf80",5.6434773558638,0,2.67453233918094,0,1.37716641930868,0
"C19orf81",74.30578518554,106.006654749493,63.2972653606155,77.5118963956887,90.8929836743729,58.2542724961346
"C19orf84",2.8217386779319,0,0.891510779726979,0,0,2.53279445635368
"C1D",107.226069761412,112.039553800277,104.306761228057,149.651681159993,141.848141188794,148.16847569669
"C1DP1",0,0,11.5896401364507,16.8837794129223,5.50866567723472,0
"C1DP2",0,0,0,0,0,0
"C1DP3",0,0,0,0,0,0
"C1DP4",0,0,0,0,0,0
"C1DP5",0,0,0,0,0,0
"C1GALT1",93.1173763717526,112.901396521817,98.9576965496946,108.209677146457,130.830809834325,120.3077366768
"C1GALT1C1",579.39700853535,1048.00074939336,623.166035029158,726.769959274428,477.876747500112,870.014895757488
"C1GALT1C1L",89.3550581345101,71.532945887869,74.8869054970662,86.7212306209191,56.4638231916559,67.1190530933725
"C1GALT1P1",0,0,0,0,1.37716641930868,0
"C1GALT1P2",0,0,0,0,0,0
"C1GALT1P3",0,0,0,0,0,0
"C1QA",0,1.72368544308118,0,1996.89063783745,52.3323239337298,479.964549479022
"C1QB",1.88115911862127,3.44737088616236,0,2321.51966927682,85.3843179971382,672.456928161901
"C1QBP",1282.00993934039,1260.01405889234,1027.02041824548,1154.23655622887,1196.75761837924,1116.96235525197
"C1QBPP1",0,0,0,0,0,0
"C1QBPP2",0,0,0,0,0,0
"C1QC",0,1.72368544308118,1.78302155945396,1807.33184170145,89.5158172550642,419.177482526534
"C1QL1",564.34773558638,1187.61927028293,1029.69495058466,78.2793409144579,137.716641930868,169.697228575696
"C1QL1P1",0,0,0,0,0,0
"C1QL2",0,0,0,0,0,0
"C1QL3",0.940579559310633,0,0,0.767444518769195,0,0
"C1QL4",0,0.861842721540591,1.78302155945396,0,0,1.26639722817684
"C1QTNF1",78.0681034227825,63.7763613940037,70.4293515984313,173.442461241838,27.5433283861736,58.2542724961346
"C1QTNF1-AS1",1.88115911862127,0.861842721540591,1.78302155945396,5.37211163138437,2.75433283861736,0
"C1QTNF2",0,0,0,0,0,0
"C1QTNF3",139.205774777974,68.9474177232473,88.2595671929709,634.676617022124,283.696282377588,767.436720275164
"C1QTNF3-AMACR",0,0,0,0,0,0
"C1QTNF4",45.1478188469104,63.7763613940037,63.2972653606155,141.209791453532,77.1213194812861,91.1806004287324
"C1QTNF5",0,0,0,0,0,0
"C1QTNF6",97.8202741683058,52.572406013976,101.632228888876,53.7211163138437,17.9031634510128,17.7295611944757
"C1QTNF7",17.871011626902,14.65132626619,49.0330928849838,27.628002675691,11.0173313544694,13.9303695099452
"C1QTNF8",0,0,0,0,0,0
"C1QTNF9",0,0,0,0,0,0
"C1QTNF9-AS1",0,0,0,0,0,0
"C1QTNF9B",0,0,0,0,0,0
"C1QTNF9B-AS1",7.52463647448506,0,3.56604311890791,0,1.37716641930868,3.79919168453052
"C1R",8123.78565376594,9733.65169707943,17603.7718564889,228.69846659322,159.751304639807,236.816281669069
"C1RL",1962.04896072198,2156.33048929456,2615.69262771896,445.885265404902,320.879775698922,341.927251607746
"C1RL-AS1",84.652160337957,104.282969306411,72.2123731578853,29.1628917132294,16.5259970317042,20.2623556508294
"C1S",13688.2543266476,13110.3514800755,25476.7035522579,994.608096324877,493.025578112508,792.764664838701
"C1orf100",0,0,0,0,0,0
"C1orf101",25.3956481013871,25.8552816462177,32.0943880701712,23.7907800818451,23.4118291282476,37.9919168453052
"C1orf105",0.940579559310633,0.861842721540591,1.78302155945396,2.30233355630759,0,0
"C1orf106",147.670990811769,41.3684506339484,98.9576965496946,405.978150428904,254.775787572106,220.35311770277
"C1orf109",374.350664605632,399.895022794834,376.217549044785,341.512810852292,435.184588501543,431.841454808302
"C1orf111",0,0,0,0,0,0
"C1orf112",51.7318757620848,40.5066079124078,25.8538126120824,40.6745594947673,44.0693254178778,53.1886835834272
"C1orf115",269.005753962841,318.881806970019,471.609202475572,50.6513382387669,72.9898202233601,55.7214780397809
"C1orf116",56.434773558638,17.2368544308118,62.4057545808885,46.8141156449209,289.204948054823,130.438914502214
"C1orf122",1085.42881144447,1022.14546774714,846.93524074063,824.235413158116,694.091875331575,747.174364624335
"C1orf123",364.944869012526,383.520011085563,305.788197446354,520.327383725514,391.115263083665,454.636604915485
"C1orf127",0,0.861842721540591,0.891510779726979,0,1.37716641930868,0
"C1orf131",94.9985354903739,94.802699369465,83.802013294336,141.209791453532,78.4984859005948,116.508544992269
"C1orf132",104.40433108348,161.16458892809,239.816399746557,341.512810852292,546.735068465546,381.185565681229
"C1orf137",0,0,0,0,0,0
"C1orf140",1.88115911862127,4.30921360770295,6.24057545808885,6.13955615015356,1.37716641930868,1.26639722817684
"C1orf141",0,0,0,0,0,0
"C1orf143",1.88115911862127,0,0,0,0,0
"C1orf145",78.0681034227825,81.0132158248155,156.905897231948,69.0700066892276,99.155982190225,65.8526558651956
"C1orf146",0.940579559310633,0,0,0,0,0
"C1orf147",0,0,0,0,0,0
"C1orf158",19.7521707455233,16.3750117092712,31.2028772904442,1.53488903753839,2.75433283861736,1.26639722817684
"C1orf159",270.886913081462,254.243602854474,244.273953645192,160.395904422762,176.277301671511,117.774942220446
"C1orf162",5.6434773558638,5.17105632924354,5.34906467836187,56.0234498701513,19.2803298703215,1.26639722817684
"C1orf167",4.70289779655316,3.44737088616236,4.45755389863489,3.83722259384598,0,1.26639722817684
"C1orf168",0.940579559310633,0.861842721540591,0.891510779726979,2.30233355630759,1.37716641930868,0
"C1orf174",262.421697047667,200.809354118958,254.080572222189,310.047585582755,247.889955475562,259.611431776252
"C1orf185",0,0,0.891510779726979,0,0,0
"C1orf186",0.940579559310633,2.58552816462177,1.78302155945396,9.20933422523034,0,0
"C1orf189",0,0.861842721540591,0,0.767444518769195,0,0
"C1orf194",6.58405691517443,28.4408098108395,8.02359701754281,0,0,0
"C1orf195",0,0,0.891510779726979,0,0,0
"C1orf198",2861.24301942295,2127.02783676218,2150.32400070147,2207.17043598021,2297.11358740688,1593.12771304646
"C1orf204",31.9797050165615,14.65132626619,89.1510779726979,73.6746738018427,89.5158172550642,91.1806004287324
"C1orf21",1181.36792649415,1683.17883516877,1025.23739668603,1135.05044325964,2306.75375234204,1870.46870601719
"C1orf210",0,0,0.891510779726979,0,0,0
"C1orf216",410.092687859436,478.322710455028,377.109059824512,304.675473951371,223.100959928006,212.754734333709
